USER_ID;ORDER_ID;PURCHASE_TS_CLEAN;SHIP_TS;PURCHASE_YEAR;PURCHASE_MONTH;PRODUCT_NAME_CLEAN;PRODUCT_ID;USD_PRICE;PURCHASE_PLATFORM;MARKETING_CHANNEL_CLEAN;ACCOUNT_CREATION_METHOD_CLEAN;COUNTRY_CODE;DATE_CHECK;TIME_TO_SHIP;REGION
6295586b;16fa5815d9d42733;10/07/20;06/07/2020;2020;7;JBL Quantum 100 Gaming Headset;ab0f;11,46;website;direct;desktop;MX;FALSE;-4;LATAM
89c669e4;9d4730dc30758513;18/02/19;19/02/2019;2019;2;JBL Quantum 100 Gaming Headset;ab0f;12;website;direct;mobile;US;TRUE;1;NA
72c4be6a;dacc1349c9549290;25/04/19;28/04/2019;2019;4;JBL Quantum 100 Gaming Headset;ab0f;12;website;direct;desktop;US;TRUE;3;NA
5aee6c6b;c3f14591a0039750;21/08/19;24/08/2019;2019;8;JBL Quantum 100 Gaming Headset;ab0f;12;website;direct;desktop;US;TRUE;3;NA
91f6669f;cb4e4c7b71361916;15/05/20;18/05/2020;2020;5;JBL Quantum 100 Gaming Headset;ab0f;12,29;website;direct;desktop;AU;TRUE;3;APAC
2f67ac16;8944d7ea35822255;31/12/19;01/01/2020;2019;12;JBL Quantum 100 Gaming Headset;ab0f;12,45;website;email;mobile;MX;TRUE;1;LATAM
49e1cd63;66b19132d4b32883;12/06/19;13/06/2019;2019;6;JBL Quantum 100 Gaming Headset;ab0f;13,12;website;direct;desktop;AU;TRUE;1;APAC
198babcb;ba4db6ee96e13359;30/03/19;02/04/2019;2019;3;JBL Quantum 100 Gaming Headset;ab0f;13,23;website;direct;desktop;PT;TRUE;3;EMEA
2aac148f;dc3f9d87a5720262;05/02/21;07/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,24;mobile app;email;desktop;MX;TRUE;2;LATAM
48a1893d;c5c52aa46c532405;18/02/21;19/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,24;mobile app;email;desktop;MX;TRUE;1;LATAM
7,71E+10;d225b02b7652728;16/02/21;17/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,26;mobile app;email;desktop;IL;TRUE;1;EMEA
96e4cbbb;c6c14c245a663911;26/01/21;29/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,3;mobile app;email;desktop;BR;TRUE;3;LATAM
96e4cbbb;c6c14c245a663912;26/01/21;29/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,3;mobile app;email;desktop;BR;TRUE;3;LATAM
a324b96f;c577fdb05f369033;20/02/21;23/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,3;mobile app;email;desktop;BR;TRUE;3;LATAM
b38cb739;71d0fc3649f76090;20/03/19;22/03/2019;2019;3;JBL Quantum 100 Gaming Headset;ab0f;13,38;website;social media;tablet;AU;TRUE;2;APAC
35009f86;3e533d72f7324502;02/06/20;04/06/2020;2020;6;JBL Quantum 100 Gaming Headset;2997;13,4;mobile app;email;mobile;MX;TRUE;2;LATAM
c09c799e;3921a5ccc2781573;23/03/20;24/03/2020;2020;3;JBL Quantum 100 Gaming Headset;ab0f;13,48;website;email;mobile;MX;TRUE;1;LATAM
989a75ce;d71090f7a7164566;21/05/20;23/05/2020;2020;5;JBL Quantum 100 Gaming Headset;ab0f;13,48;website;direct;desktop;MX;TRUE;2;LATAM
86ce35b8;d5e140bc3af57335;09/06/20;11/06/2020;2020;6;JBL Quantum 100 Gaming Headset;ab0f;13,48;website;affiliate;unknown;US;TRUE;2;NA
811157ea;b8763e65f4055081;27/02/21;01/03/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,5;mobile app;email;desktop;GB;TRUE;2;EMEA
2751ae16;43dad90788518929;20/12/20;23/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4db1;13,61;mobile app;email;desktop;GB;TRUE;3;EMEA
2751ae16;43dad90788518930;20/12/20;23/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4db1;13,61;mobile app;email;desktop;GB;TRUE;3;EMEA
c4e3d071;bceb10017cd83324;10/01/21;12/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,61;mobile app;email;desktop;GB;TRUE;2;EMEA
6d618cb9;f47a99c446d47205;14/01/21;17/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,61;mobile app;email;desktop;GB;TRUE;3;EMEA
4ffd84a6;d2b8445bb2135467;22/01/21;24/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,61;mobile app;email;desktop;GB;TRUE;2;EMEA
91f81dad;cfd7c9b388261917;14/02/21;17/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,61;mobile app;email;desktop;GB;TRUE;3;EMEA
d5cd6f61;ec99727aae090297;22/02/21;24/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,61;mobile app;email;desktop;GB;TRUE;2;EMEA
fa64344f;43b031adcc4105799;25/02/20;27/02/2020;2020;2;JBL Quantum 100 Gaming Headset;ab0f;13,62;website;direct;desktop;MX;TRUE;2;LATAM
360db6e5;3199de7e0f424900;31/03/20;02/04/2020;2020;3;JBL Quantum 100 Gaming Headset;ab0f;13,62;website;direct;desktop;MX;TRUE;2;LATAM
eb893cba;d97a2d83fef99511;20/04/20;21/04/2020;2020;4;JBL Quantum 100 Gaming Headset;ab0f;13,62;website;direct;desktop;MX;TRUE;1;LATAM
4b63e6d8;e12c54e0d8033504;17/01/21;20/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,65;mobile app;email;desktop;MY;TRUE;3;APAC
4b63e6d8;e12c54e0d8033505;17/01/21;20/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,65;mobile app;email;desktop;MY;TRUE;3;APAC
5f79c0e8;2bd79e16d6541575;29/12/20;31/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4db1;13,78;mobile app;email;desktop;BR;TRUE;2;LATAM
f2417738;f1374c93c82102365;18/02/21;20/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,8;mobile app;email;desktop;IE;TRUE;2;EMEA
3f6e67c4;f763e27821128748;21/02/21;23/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,81;mobile app;direct;desktop;AU;TRUE;2;APAC
e805d207;d494a9d9ab698010;14/01/21;15/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,83;mobile app;email;desktop;AU;TRUE;1;APAC
e805d207;d494a9d9ab698011;14/01/21;15/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,83;mobile app;email;desktop;AU;TRUE;1;APAC
0a377041;dde2a28a21b7203;09/02/21;10/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,83;mobile app;direct;desktop;AU;TRUE;1;APAC
470251f0;87a52542f0131815;02/07/20;04/07/2020;2020;7;JBL Quantum 100 Gaming Headset;ab0f;13,91;website;direct;desktop;MX;TRUE;2;LATAM
0e9ef190;fc2c3e9226d9021;11/08/20;14/08/2020;2020;8;JBL Quantum 100 Gaming Headset;ab0f;13,91;website;direct;desktop;MX;TRUE;3;LATAM
0e9ef190;fc2c3e9226d9022;11/08/20;14/08/2020;2020;8;JBL Quantum 100 Gaming Headset;ab0f;13,91;website;direct;desktop;MX;TRUE;3;LATAM
dfc5f3f5;238d84378e994595;05/09/20;08/09/2020;2020;9;JBL Quantum 100 Gaming Headset;ab0f;13,91;website;social media;tablet;MX;TRUE;3;LATAM
7e5f9516;f33099a653653985;24/09/20;25/09/2020;2020;9;JBL Quantum 100 Gaming Headset;ab0f;13,91;website;direct;desktop;MX;TRUE;1;LATAM
75585c30;c002d87914450336;14/01/21;16/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,91;mobile app;email;desktop;SA;TRUE;2;EMEA
2c2d9dbd;f97e7bf62cd20908;05/02/21;08/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,93;mobile app;email;desktop;KZ;TRUE;3;EMEA
d9f0d1b7;e51558e7abb92060;08/01/21;10/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,94;mobile app;email;desktop;CA;TRUE;2;NA
d9f0d1b7;e51558e7abb92061;08/01/21;10/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,94;mobile app;email;desktop;CA;TRUE;2;NA
b453a743;e19ebd65b3876425;09/12/20;12/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;3;NA
f773e692;5005f7cd265104554;18/12/20;20/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;NL;TRUE;2;EMEA
41e5726f;96feebfdce529756;19/12/20;20/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;IN;TRUE;1;APAC
41e5726f;96feebfdce529757;19/12/20;20/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;IN;TRUE;1;APAC
82f02666;6165defb73155788;20/12/20;23/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;3;NA
82f02666;6165defb73155789;20/12/20;23/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;3;NA
eb57abfb;f42844b9db299439;22/12/20;24/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;2;NA
ff0e7fea;a6a55f9fbb9107714;25/12/20;27/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;2;NA
41668f04;9e2abe549ae29545;26/12/20;29/12/2020;2020;12;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;mobile;US;TRUE;3;NA
2bbf5805;dbfcab9dfbf20698;31/12/20;03/01/2021;2020;12;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;3;NA
353b3cb1;cb5b7f98d0524571;07/01/21;08/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;1;NA
353b3cb1;cb5b7f98d0524572;07/01/21;08/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;1;NA
aed07f6e;dca6f1b65aa74098;08/01/21;09/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;email;desktop;US;TRUE;1;NA
aed07f6e;dca6f1b65aa74099;08/01/21;09/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;email;desktop;US;TRUE;1;NA
8ac46d7b;ecff62d223a58929;08/01/21;11/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;3;NA
8048c831;bf17b4915a654760;12/01/21;15/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;3;NA
0e41790b;d68f64b82ef8856;18/01/21;20/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;email;desktop;US;TRUE;2;NA
d05d6def;d9afe2e1a7488021;18/01/21;20/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;2;NA
d48c3743;b8da0a7b3ee89702;19/01/21;21/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;2;NA
016416d2;c8f13028a7b3741;20/01/21;23/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;3;NA
016416d2;c8f13028a7b3742;20/01/21;23/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;3;NA
2babea78;b8835ac0cc720663;21/01/21;22/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;1;NA
2babea78;b8835ac0cc720664;21/01/21;22/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;1;NA
8cc643b7;c137647c1b559807;21/01/21;23/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;2;NA
8cc643b7;c137647c1b559808;21/01/21;23/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;2;NA
6b7d3e22;c05adc9b76e46381;25/01/21;28/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;3;NA
a6971bba;dc501062e7070599;25/01/21;26/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;1;NA
a6971bba;dc501062e7070600;25/01/21;26/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;1;NA
15ecc17b;cc7126273b111935;27/01/21;28/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;email;desktop;US;TRUE;1;NA
f7dbd555;bffc889131d104706;28/01/21;29/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;1;NA
2660a1af;bb9300d890118548;30/01/21;01/02/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;2;NA
becf3c4e;c108b36dffc80787;30/01/21;02/02/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;email;desktop;US;TRUE;3;NA
becf3c4e;c108b36dffc80788;30/01/21;02/02/2021;2021;1;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;email;desktop;US;TRUE;3;NA
1428c12c;cc207a1928811244;30/01/21;01/02/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;2;NA
18e4336e;d632bfb224113105;30/01/21;31/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;1;NA
18e4336e;d632bfb224113106;30/01/21;31/01/2021;2021;1;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;1;NA
701a956c;b93845180bc48312;02/02/21;04/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;2;NA
04e1d68f;fa62c65684f5110;03/02/21;06/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;3;NA
20424996;e406c0cf8ba573;04/02/21;06/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;2;NA
a3827a59;b7192d078c469181;05/02/21;06/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;direct;desktop;PA;TRUE;1;LATAM
57dd5bda;cee0d95b18838492;05/02/21;08/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;email;desktop;US;TRUE;3;NA
3ac1082f;e3a54a792f226781;05/02/21;08/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;IN;TRUE;3;APAC
3831beb2;e3560f4585225754;06/02/21;07/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;1;NA
36a8425e;f5bddd6a6ff25122;07/02/21;10/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;3;NA
43f5aa64;f107eda76e930598;08/02/21;11/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;3;NA
861f3b00;c4fdec3ceba57068;09/02/21;11/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;2;NA
754e705d;f5f247088c250317;10/02/21;12/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;2;NA
7b8d0614;d6464d019e952798;11/02/21;14/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;3;NA
de58975e;c809e47e47493968;14/02/21;16/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;2;NA
a1db3860;f15b2615d4868464;18/02/21;20/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;2;NA
4f2f4fcd;f927e1154be35124;18/02/21;19/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;1;NA
9e6fa145;dbb1da9738b66959;20/02/21;21/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;1;NA
89656dfd;e5a74e009ba58327;20/02/21;22/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;2;NA
08c63312;f59b646f2376610;20/02/21;21/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;1;NA
0a7ba7b4;fc3581b1d457301;20/02/21;23/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;3;NA
14af1903;f5f80c4c4f511462;23/02/21;25/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4c58;13,98;mobile app;direct;desktop;US;TRUE;2;NA
8ea2e61d;b89558cba6d60570;24/02/21;25/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;1;NA
641ac2c8;bd61fd4f5b143343;24/02/21;25/02/2021;2021;2;JBL Quantum 100 Gaming Headset;4db1;13,98;mobile app;email;desktop;US;TRUE;1;NA
